https://content.onliner.by/news/submain/3c500a4339f2ff24cd00c8d73854c363.jpeg,Стилист vs творческая девушка. Как найти модную одежду в минских магазинах и чувствовать себя в ней комфортно  - Люди onliner.by,"В последнее время в Instagram стало подозрительно много стилистов, обещающих «разобрать гардероб», сделать «шопинг-сопровождение», «найти ваш индивидуальный стиль». Напрашивается вопрос: а разве все э"
https://content.onliner.by/news/submain/e79c584d1474debd25d21e6911ce3b34.jpeg,В Минске пьяный водитель на каршеринговом Volkswagen разбил за ночь 10 авто - Авто onliner.by,"Сразу от нескольких читателей Onliner мы узнали об аварии, которая случилась минувшей ночью на улице Космонавтов в Минске. Проезжавший автомобиль на скорости врезался в припаркованные у края проезжей "
https://content.onliner.by/news/submain/847e64a991a1720ad0b05533efd41a8c.jpeg,"Что они творят? Видеоподборка о том, как не нужно вести себя на дороге - Авто onliner.by","Ежедневно на дорогах происходит огромное количество опасных ситуаций. Некоторые приводят к ДТП, в других случаях водители проявляют чудеса реакции, и столкновения удается избежать. В Беларусь вот-вот "
https://content.onliner.by/news/submain/95f90595c591b09d55366e10ba76cebe.jpeg,"В Минске выпал снег, на дорогах возможна гололедица - Авто onliner.by","В столице ночью выпал снег. Пока это не зимние сугробы, конечно, но пейзаж заметно изменился. Утром автомобилисты уже чистили свои автомобили. Синоптики предупреждают: вместе со снегом пришли и все ос"
https://content.onliner.by/news/submain/67bbbd761df52826720d77996fb8690d.jpeg,Кусочек «корветного» детства и первая игра в 30 лет. Ностальгируем по PC-играм - Технологии onliner.by,"В комментариях к предыдущей работе некоторые читатели справедливо отметили, что конкурс-то о ностальгии по компьютерным играм, а не аркадным. Нам материал Дмитрия  очень понравился, поэтому мы оставим"
https://content.onliner.by/news/submain/fec0fc98b4441721442368a2c059403e.jpeg,Насмерть замерзший год. Как вулкан оставил Землю без лета и изменил мир - Технологии onliner.by,"Люди привыкли думать, что они по собственной воле и желанию меняют окружающий мир под себя. На самом деле на развитие всего человечества всегда влияла и будет влиять природа. Как, например, это произо"
https://content.onliner.by/news/submain/1f2c6036988f1960874c62e698864d39.jpeg,Mate 20 Pro протестировали на устойчивость к царапинам и сгибанию - Технологии onliner.by,"Автор YouTube-канала JerryRigEverything известен техносообществу своими бесчеловечными тестами на износоустойчивость мобильных устройств. Наконец к нему попал новенький смартфон Mate 20 Pro, который о"
https://content.onliner.by/news/submain/7f8a7c1eb4edab3d1e0327c39ac0d63e.jpeg,"Пожар в общежитии: 30 человек успели выйти на улицу сами, четверых эвакуировали спасатели - Недвижимость onliner.by","Вчера около полудня в МЧС поступило сообщение о пожаре в общежитии в Жабинке. На место прибыли подразделения спасателей. К этому моменту 30 человек сами покинули здание, но несколько человек еще были "
https://content.onliner.by/news/submain/cea52ee7f1962e9d45b2a719ebaae94f.jpeg,«Росатом»: БелАЭС будет готова к завозу ядерного топлива в начале 2019 года - Недвижимость onliner.by,"Белорусская АЭС будет готова к завозу ядерного топлива в начале 2019 года, заявил сегодня журналистам первый заместитель генерального директора по операционному управлению госкорпорации «Росатом» Алек"
https://content.onliner.by/news/submain/fb6951911a97b91e8ea0355164fb48d7.jpeg,"Ремонт за копейку. Расскажите, как вам удалось сэкономить на ремонте, и получите 200 рублей - Недвижимость onliner.by","Onliner запускает новый конкурс, посвященный экономии во время ремонта и строительства. Получилось сберечь семейный бюджет и сделать что-то стоящее за небольшую сумму? Тогда новый цикл для вас. Лучшие"
https://content.onliner.by/news/550x298/3946764528baac701f177a253173cdb4.jpeg,Неудавшийся таксист Алексей Ягудин о воспитании здоровых и спортивных детей: «Дочек в профессиональный спорт толкать не буду» - Люди onliner.by,В Минске Алексей оказался по делам большой важности. Будет ведущим передачи на нашем телевидении. А еще — чтобы закинуть пару сторис по поводу ледовых шоу (зима все-таки наступает). 14 и 15 декабря «М
https://content.onliner.by/news/550x298/040ad066882b2d139d7c4632b3f491cf.jpeg,Создатель технологических стартапов Андрей Дюсьмикеев: мода на киборгов возникнет с появлением автономного искусственного сердца - Люди onliner.by,"Возможно, для вас прозвучит странно, но практически все мы в той или иной степени уже сегодня являемся киборгами. Мой сосед киборг потому, что носит очки — ведь они являются временным внешним инструме"
https://content.onliner.by/news/550x298/74787f87c6dd5dfce9d67e7468b5de38.png,"Врач Эмилия Мезина: «Изучаешь мозги излишне терпеливого мужчины, а они „побиты молью“. Кому нужна такая смелость?» - Люди onliner.by","О фатальном безрассудстве молчаливых мужчин — сегодняшняя видеоколонка, в которой главный врач медицинского центра «Томография» рассказывает суровую правду о цене, которую они платят за свою мужествен"
https://content.onliner.by/news/550x298/56b4f115efe543f80177b67307f6a1b9.jpeg,"Журналист Onliner Александр Владыко: был памятник городовому, а пока что стал — какой-то глупости - Люди onliner.by"," про Горбачева, Раису Максимовну и обезьянку дался легко. Мне было года 4, поэтому, конечно, никакого глубокого смысла в нем я не улавливал. Даже не помню, где его услышал. Но наличие в истории обезья"
https://content.onliner.by/news/medium/299c841bb0406ee7c1d98c4adfaa424b.jpeg,Россельхознадзор ввел ограничения на поставки в РФ белорусской мясной продукции - Люди onliner.by,Россельхознадзор выявил нарушения ветеринарно-санитарных требований в животноводческой продукции одиннадцати белорусских предприятий. Такая информация  сегодня на официальном сайте федеральной службы 
https://content.onliner.by/news/medium/01445c086532e12f8c2250f0e2d62813.jpeg,Новым мэром Минска назначен Анатолий Сивак - Люди onliner.by,"Президент Беларуси Александр Лукашенко назначил Анатолия Сивака, который до настоящего времени работал в должности министра транспорта и коммуникаций, председателем Минского городского исполнительного"
https://content.onliner.by/news/medium/9a63db94d65fb89b821e2174e174ea10.jpeg,"Круглосуточная работа, голод и три войны. 100-летняя женщина о том, как пережила все и не сломалась - Люди onliner.by","Мне 23. Обычно по ночам я или крепко сплю, или иду почилить на Зыбицкую да пропустить щавелевый шот. Работаю в офисе и ною, когда батареи еще холодные. Герою текста 100. В свои 23 она разбивала мерзлы"
https://content.onliner.by/news/medium/397ba5d169a8f80e1c23a09c209bd3e2.jpeg,Средняя зарплата белоруса — 999 рублей 70 копеек. Кто больше? - Люди onliner.by,"Белстат  среднюю начисленную зарплату за октябрь: 999,7 руб. Для сравнения, усредненный показатель за последние 10 месяцев — 938,8 руб. Больше всего получают минчане (1370,3 руб.), меньше всего — жите"
https://content.onliner.by/news/medium/51bab20415a3a8234f6a5398a6dc499a.jpeg,Завтра снова на копейку увеличится стоимость топлива (кроме АИ-92) - Авто onliner.by,"Как бы это сказать: ничего нового. Сегодня концерн «Белнефтехим» сообщил о том, что с 25 ноября на автозаправочных станциях Республики Беларусь цена автомобильного топлива вырастет на копейку. Подорож"
https://content.onliner.by/news/medium/428032c7ee1e3d49615f83c84bf82184.jpeg,Участник дорожного конфликта зачем-то расстегнул штаны перед оппонентом - Авто onliner.by,"Бывает, что участники дорожного движения повздорят. Случается даже, что, как следствие, совершат несколько рискованных маневров, покажут друг другу оскорбительные жесты. Сегодня водитель Audi, наприме"
https://content.onliner.by/news/medium/dafaa5c7ccb5140a8e19ba62db185f92.jpeg,"«Телефон выронил, но не покупатель „омывайки“...» Новые обстоятельства от свидетеля ДТП - Авто onliner.by","Стечение целого ряда обстоятельств привело к трагическому происшествию на Смиловичском тракте в Минске (выезд на могилевскую трассу). В комментариях всплыла информация, якобы у покупателя стеклоомываю"
https://content.onliner.by/news/medium/2f89d3bdd1efc3465dda87c4d3aa7bf4.jpeg,"Итальянец не знал, какие могут быть тарифы у минских таксистов, и заплатил 120 рублей - Авто onliner.by","Наша читательница Надежда рассказала, что недавно в Минск из Италии прилетал ее знакомый. В аэропорту к иностранцу подошел приятного вида человек и предложил услуги такси. Итальянец согласился. Едва л"
https://content.onliner.by/news/medium/a94583cf8cf6126c04bda432f502e676.jpeg,"У девушки сломалось авто: «Никто не остановился, кроме ГАИ» - Авто onliner.by","Вчера Анна ехала по пригородной дороге в Гродно, когда на приборной панели загорелся Check Engine и автомобиль заглох.  — рассказывает она. По ее словам, много машин проезжало мимо, никто не останавли"
https://content.onliner.by/news/medium/b74738d795212c3bc56dff6a25256bc8.jpeg,В Африке из-за «черной пятницы» магазины уже трещат по швам от покупателей - Технологии onliner.by,"Великий праздник любого шопоголика — «черная пятница» — шагает по планете. Где-то тихо и незаметно для мирового сообщества, а где-то умудряется греметь по всем соцсетям. Пока в США спят, пальму первен"
https://content.onliner.by/news/medium/2370896194e2d66d5bf3feb9ab446ccb.jpeg,США просит союзников отказаться от оборудования Huawei - Технологии onliner.by,"Американские чиновники пытаются убедить своих союзников отказаться от использования китайского оборудования Huawei в телекоммуникационной отрасли, сообщает . Переговоры ведутся с компетентными лицами "
https://content.onliner.by/news/medium/8d1d71c4d480ff126e9f479f123b70d4.jpeg,Красивый и ну очень мощный: видеообзор нового iPad Pro с производительностью уровня Xbox One S - Технологии onliner.by," В этом году Apple выкатила совершенно новые iPad Pro. У модели побольше диагональ экрана осталась прежней (12,9 дюйма), а версия поменьше подросла с 10,5 до 11 дюймов при прежних габаритах — все благ"
https://content.onliner.by/news/medium/e452c2303553b0b2e196a7d3ead51507.jpeg,Wylsacom за год потратил на лутбоксы в FIFA больше $15 000 - Технологии onliner.by,"Популярный «яблочный» блогер Валентин Wylsacom Петухов пришел в гости к подкасту , где среди прочего рассказал о своем увлечении футбольным симулятором FIFA 18. В нем есть режим Ultimate Team, где нуж"
https://content.onliner.by/news/medium/316975ff3011d7a4df4abe3c2896d482.jpeg,Россия испытает на МКС двигатели на йоде - Технологии onliner.by,"Российские космонавты проведут на МКС эксперименты по исследованию электроракетных двигателей, которые используют в качестве рабочего тела йод,  «РИА Новости». Подобные испытания еще ни разу не провод"
https://content.onliner.by/news/medium/7c6ba551f64f37f1780917d5d8a65637.jpeg,Комаровка днем и ночью: вкусный фоторепортаж о жизни главного продуктового рынка страны - Недвижимость onliner.by,"Давным-давно, в начале XX века место ныне главного продуктового рынка Беларуси занимала угрюмая болотистая местность под говорящим названием Комаровка. Округ считался пропащим: комары, неприятные запа"
https://content.onliner.by/news/medium/70ad0f9edffd7378bf69095b68e7327a.jpeg,В Беларуси хотят продать секретный бункер времен холодной войны всего за $100 000 - Недвижимость onliner.by,"На окраине Беловежской пущи находится один из сверхсекретных объектов времен холодной войны, расположенных на территории Беларуси. Под невзрачным замшелым сараем, стоящим на небольшом холме, скрываетс"
https://content.onliner.by/news/medium/428f30fb4a8646a6a25d9ed2fab42eee.jpeg,"«Сделал самовольную перепланировку, но соседи настучали в ЖЭС». А как бы поступили вы? - Недвижимость onliner.by","Создать квартиру с идеальной планировкой, пожалуй, невозможно: одни и те же метры разные семьи захотят распределить по-своему. Что уже говорить, если жилье находится в типовом панельном доме — тут пол"
https://content.onliner.by/news/medium/adc8d29b5ceac3cd63dabeca946143f9.jpeg,«Всех до единого в следственный изолятор». Лукашенко рассказал о вопиющем случае со скупкой и перепродажей квартир в Минске - Недвижимость onliner.by,"Президент Беларуси Александр Лукашенко сегодня на семинаре-совещании о повышении эффективности строительного комплекса рассказал о вопиющем случае в Минске со скупкой и перепродажей квартир,  БЕЛТА.ра"
https://content.onliner.by/news/medium/9c81591012ac31dde3b0c4dab68c7a07.jpeg,"Однотипная застройка, недостаточное озеленение, цена «квадрата». Президент о главных проблемах и перспективах строительной отрасли - Недвижимость onliner.by","Сегодня Александр Лукашенко посетил республиканский семинар-совещание о повышении эффективности строительного комплекса Беларуси, на котором высказался о перспективах строительной области и затронул р"
